,filename,bounding_boxes
57504,..\MarioNet64_Color\frame_33969.jpg,"[(361, 187, 48, 59), (453, 106, 53, 65)]"
57505,..\MarioNet64_Color\frame_33969.jpg,"[0, 6]"
57506,..\MarioNet64_Color\frame_33970.jpg,"[(361, 187, 48, 59), (453, 106, 53, 65)]"
57507,..\MarioNet64_Color\frame_33970.jpg,"[0, 6]"
57508,..\MarioNet64_Color\frame_33971.jpg,"[(362, 183, 54, 64), (449, 106, 51, 64)]"
57509,..\MarioNet64_Color\frame_33971.jpg,"[0, 6]"
57510,..\MarioNet64_Color\frame_33972.jpg,"[(362, 183, 54, 64), (450, 106, 50, 65)]"
57511,..\MarioNet64_Color\frame_33972.jpg,"[0, 6]"
57512,..\MarioNet64_Color\frame_33973.jpg,"[(367, 180, 49, 63), (446, 104, 54, 70)]"
57513,..\MarioNet64_Color\frame_33973.jpg,"[0, 6]"
57514,..\MarioNet64_Color\frame_33974.jpg,"[(367, 180, 49, 63), (446, 104, 54, 70)]"
57515,..\MarioNet64_Color\frame_33974.jpg,"[0, 6]"
57516,..\MarioNet64_Color\frame_33975.jpg,"[(369, 183, 45, 60), (446, 104, 45, 69)]"
57517,..\MarioNet64_Color\frame_33975.jpg,"[0, 6]"
57518,..\MarioNet64_Color\frame_33976.jpg,"[(369, 183, 45, 60), (446, 104, 45, 69)]"
57519,..\MarioNet64_Color\frame_33976.jpg,"[0, 6]"
57520,..\MarioNet64_Color\frame_33977.jpg,"[(363, 187, 52, 59), (436, 101, 50, 71)]"
57521,..\MarioNet64_Color\frame_33977.jpg,"[0, 6]"
57522,..\MarioNet64_Color\frame_33978.jpg,"[(363, 187, 52, 59), (435, 102, 51, 70)]"
57523,..\MarioNet64_Color\frame_33978.jpg,"[0, 6]"
57524,..\MarioNet64_Color\frame_33979.jpg,"[(358, 182, 56, 63), (428, 101, 53, 69)]"
57525,..\MarioNet64_Color\frame_33979.jpg,"[0, 6]"
57526,..\MarioNet64_Color\frame_33980.jpg,"[(358, 182, 56, 63), (428, 101, 54, 69)]"
57527,..\MarioNet64_Color\frame_33980.jpg,"[0, 6]"
57528,..\MarioNet64_Color\frame_33981.jpg,"[(360, 180, 52, 67), (420, 102, 54, 69)]"
57529,..\MarioNet64_Color\frame_33981.jpg,"[0, 6]"
57530,..\MarioNet64_Color\frame_33982.jpg,"[(360, 180, 52, 67), (420, 102, 54, 69)]"
57531,..\MarioNet64_Color\frame_33982.jpg,"[0, 6]"
57532,..\MarioNet64_Color\frame_33983.jpg,"[(370, 181, 39, 60), (412, 99, 55, 70)]"
57533,..\MarioNet64_Color\frame_33983.jpg,"[0, 6]"
57534,..\MarioNet64_Color\frame_33984.jpg,"[(370, 181, 39, 60), (412, 99, 55, 70)]"
57535,..\MarioNet64_Color\frame_33984.jpg,"[0, 6]"
57536,..\MarioNet64_Color\frame_33985.jpg,"[(360, 187, 51, 60), (405, 100, 54, 69)]"
57537,..\MarioNet64_Color\frame_33985.jpg,"[0, 6]"
57538,..\MarioNet64_Color\frame_33986.jpg,"[(360, 187, 50, 60), (405, 102, 54, 67)]"
57539,..\MarioNet64_Color\frame_33986.jpg,"[0, 6]"
57540,..\MarioNet64_Color\frame_33987.jpg,"[(357, 187, 50, 58), (394, 97, 56, 75)]"
57541,..\MarioNet64_Color\frame_33987.jpg,"[0, 6]"
57542,..\MarioNet64_Color\frame_33988.jpg,"[(356, 182, 51, 60), (382, 98, 75, 78)]"
57543,..\MarioNet64_Color\frame_33988.jpg,"[0, 6]"
57544,..\MarioNet64_Color\frame_33989.jpg,"[(356, 183, 51, 59), (382, 98, 74, 78)]"
57545,..\MarioNet64_Color\frame_33989.jpg,"[0, 6]"
57546,..\MarioNet64_Color\frame_33990.jpg,"[(356, 180, 50, 64), (380, 100, 71, 71)]"
57547,..\MarioNet64_Color\frame_33990.jpg,"[0, 6]"
57548,..\MarioNet64_Color\frame_33991.jpg,"[(356, 180, 50, 64), (380, 100, 71, 71)]"
57549,..\MarioNet64_Color\frame_33991.jpg,"[0, 6]"
57550,..\MarioNet64_Color\frame_33992.jpg,"[(356, 180, 50, 64), (380, 100, 71, 71)]"
57551,..\MarioNet64_Color\frame_33992.jpg,"[0, 6]"
57552,..\MarioNet64_Color\frame_33993.jpg,"[(360, 182, 44, 61), (382, 100, 67, 77)]"
57553,..\MarioNet64_Color\frame_33993.jpg,"[0, 6]"
57554,..\MarioNet64_Color\frame_33994.jpg,"[(360, 182, 44, 61), (382, 100, 67, 77)]"
57555,..\MarioNet64_Color\frame_33994.jpg,"[0, 6]"
57556,..\MarioNet64_Color\frame_33995.jpg,"[(354, 187, 52, 59), (375, 101, 68, 73)]"
57557,..\MarioNet64_Color\frame_33995.jpg,"[0, 6]"
57558,..\MarioNet64_Color\frame_33996.jpg,"[(354, 187, 52, 59), (375, 101, 68, 73)]"
57559,..\MarioNet64_Color\frame_33996.jpg,"[0, 6]"
57560,..\MarioNet64_Color\frame_33997.jpg,"[(349, 183, 56, 62), (373, 100, 67, 80)]"
57561,..\MarioNet64_Color\frame_33997.jpg,"[0, 6]"
57562,..\MarioNet64_Color\frame_33998.jpg,"[(351, 180, 47, 67), (373, 101, 71, 78)]"
57563,..\MarioNet64_Color\frame_33998.jpg,"[0, 6]"
57564,..\MarioNet64_Color\frame_33999.jpg,"[(351, 180, 47, 67), (373, 101, 71, 78)]"
57565,..\MarioNet64_Color\frame_33999.jpg,"[0, 6]"
57566,..\MarioNet64_Color\frame_34000.jpg,"[(351, 180, 47, 67), (373, 101, 71, 78)]"
57567,..\MarioNet64_Color\frame_34000.jpg,"[0, 6]"
57568,..\MarioNet64_Color\frame_34001.jpg,"[(353, 180, 39, 61), (365, 100, 78, 80)]"
57569,..\MarioNet64_Color\frame_34001.jpg,"[0, 6]"
57570,..\MarioNet64_Color\frame_34002.jpg,"[(353, 180, 39, 61), (365, 100, 78, 80)]"
57571,..\MarioNet64_Color\frame_34002.jpg,"[0, 6]"
57572,..\MarioNet64_Color\frame_34003.jpg,"[(350, 186, 41, 60), (365, 100, 64, 79)]"
57573,..\MarioNet64_Color\frame_34003.jpg,"[0, 6]"
57574,..\MarioNet64_Color\frame_34004.jpg,"[(350, 186, 40, 60), (365, 100, 64, 79)]"
57575,..\MarioNet64_Color\frame_34004.jpg,"[0, 6]"
57576,..\MarioNet64_Color\frame_34005.jpg,"[(347, 187, 49, 58), (359, 100, 71, 82)]"
57577,..\MarioNet64_Color\frame_34005.jpg,"[0, 6]"
57578,..\MarioNet64_Color\frame_34006.jpg,"[(347, 187, 49, 58), (359, 100, 71, 82)]"
57579,..\MarioNet64_Color\frame_34006.jpg,"[0, 6]"
57580,..\MarioNet64_Color\frame_34007.jpg,"[(349, 182, 45, 64), (351, 99, 68, 84)]"
57581,..\MarioNet64_Color\frame_34007.jpg,"[0, 6]"
57582,..\MarioNet64_Color\frame_34008.jpg,"[(362, 180, 41, 63), (349, 100, 77, 81)]"
57583,..\MarioNet64_Color\frame_34008.jpg,"[0, 6]"
57584,..\MarioNet64_Color\frame_34009.jpg,"[(362, 180, 41, 63), (349, 100, 77, 81)]"
57585,..\MarioNet64_Color\frame_34009.jpg,"[0, 6]"
57586,..\MarioNet64_Color\frame_34010.jpg,"[(357, 182, 43, 60), (350, 100, 62, 82)]"
57587,..\MarioNet64_Color\frame_34010.jpg,"[0, 6]"
57588,..\MarioNet64_Color\frame_34011.jpg,"[(357, 182, 43, 60), (350, 100, 62, 82)]"
57589,..\MarioNet64_Color\frame_34011.jpg,"[0, 6]"
57590,..\MarioNet64_Color\frame_34012.jpg,"[(351, 187, 53, 59), (343, 98, 66, 84)]"
57591,..\MarioNet64_Color\frame_34012.jpg,"[0, 6]"
57592,..\MarioNet64_Color\frame_34013.jpg,"[(351, 187, 53, 59), (343, 98, 66, 84)]"
57593,..\MarioNet64_Color\frame_34013.jpg,"[0, 6]"
57594,..\MarioNet64_Color\frame_34014.jpg,"[(346, 182, 56, 63), (334, 98, 70, 85)]"
57595,..\MarioNet64_Color\frame_34014.jpg,"[0, 6]"
57596,..\MarioNet64_Color\frame_34015.jpg,"[(346, 182, 56, 63), (334, 98, 70, 85)]"
57597,..\MarioNet64_Color\frame_34015.jpg,"[0, 6]"
57598,..\MarioNet64_Color\frame_34016.jpg,"[(349, 180, 48, 67), (328, 97, 83, 87)]"
57599,..\MarioNet64_Color\frame_34016.jpg,"[0, 6]"
57600,..\MarioNet64_Color\frame_34017.jpg,"[(349, 180, 48, 67), (328, 97, 83, 87)]"
57601,..\MarioNet64_Color\frame_34017.jpg,"[0, 6]"
57602,..\MarioNet64_Color\frame_34018.jpg,"[(350, 180, 39, 61), (327, 97, 81, 88)]"
57603,..\MarioNet64_Color\frame_34018.jpg,"[0, 6]"
57604,..\MarioNet64_Color\frame_34019.jpg,"[(350, 180, 39, 61), (327, 97, 81, 88)]"
57605,..\MarioNet64_Color\frame_34019.jpg,"[0, 6]"
57606,..\MarioNet64_Color\frame_34020.jpg,"[(350, 180, 39, 61), (327, 97, 81, 88)]"
57607,..\MarioNet64_Color\frame_34020.jpg,"[0, 6]"
57608,..\MarioNet64_Color\frame_34021.jpg,"[(348, 186, 41, 60), (316, 96, 86, 90)]"
57609,..\MarioNet64_Color\frame_34021.jpg,"[0, 6]"
57610,..\MarioNet64_Color\frame_34022.jpg,"[(348, 186, 41, 60), (316, 96, 88, 90)]"
57611,..\MarioNet64_Color\frame_34022.jpg,"[0, 6]"
57612,..\MarioNet64_Color\frame_34023.jpg,"[(344, 187, 50, 58), (312, 96, 88, 91)]"
57613,..\MarioNet64_Color\frame_34023.jpg,"[0, 6]"
57614,..\MarioNet64_Color\frame_34024.jpg,"[(344, 187, 50, 58), (312, 96, 88, 91)]"
57615,..\MarioNet64_Color\frame_34024.jpg,"[0, 6]"
57616,..\MarioNet64_Color\frame_34025.jpg,"[(347, 182, 45, 64), (310, 95, 88, 93)]"
57617,..\MarioNet64_Color\frame_34025.jpg,"[0, 6]"
57618,..\MarioNet64_Color\frame_34026.jpg,"[(347, 182, 45, 64), (310, 95, 88, 93)]"
57619,..\MarioNet64_Color\frame_34026.jpg,"[0, 6]"
57620,..\MarioNet64_Color\frame_34027.jpg,"[(351, 180, 48, 63), (309, 94, 72, 89)]"
57621,..\MarioNet64_Color\frame_34027.jpg,"[0, 6]"
57622,..\MarioNet64_Color\frame_34028.jpg,"[(358, 182, 39, 60), (296, 92, 91, 96)]"
57623,..\MarioNet64_Color\frame_34028.jpg,"[0, 6]"
57624,..\MarioNet64_Color\frame_34029.jpg,"[(358, 182, 39, 60), (296, 92, 91, 96)]"
57625,..\MarioNet64_Color\frame_34029.jpg,"[0, 6]"
57626,..\MarioNet64_Color\frame_34030.jpg,"[(359, 187, 41, 59), (286, 91, 83, 94)]"
57627,..\MarioNet64_Color\frame_34030.jpg,"[0, 6]"
57628,..\MarioNet64_Color\frame_34031.jpg,"[(359, 187, 41, 59), (286, 91, 83, 94)]"
57629,..\MarioNet64_Color\frame_34031.jpg,"[0, 6]"
57630,..\MarioNet64_Color\frame_34032.jpg,"[(351, 185, 52, 61), (269, 89, 89, 99)]"
57631,..\MarioNet64_Color\frame_34032.jpg,"[0, 6]"
57632,..\MarioNet64_Color\frame_34033.jpg,"[(351, 185, 52, 61), (269, 89, 89, 99)]"
57633,..\MarioNet64_Color\frame_34033.jpg,"[0, 6]"
57634,..\MarioNet64_Color\frame_34034.jpg,"[(351, 185, 52, 61), (269, 89, 89, 99)]"
57635,..\MarioNet64_Color\frame_34034.jpg,"[0, 6]"
57636,..\MarioNet64_Color\frame_34035.jpg,"[(347, 182, 57, 65), (269, 86, 85, 106)]"
57637,..\MarioNet64_Color\frame_34035.jpg,"[0, 6]"
57638,..\MarioNet64_Color\frame_34036.jpg,"[(347, 182, 57, 65), (269, 86, 85, 106)]"
57639,..\MarioNet64_Color\frame_34036.jpg,"[0, 6]"
57640,..\MarioNet64_Color\frame_34037.jpg,"[(342, 182, 56, 59), (254, 86, 79, 107)]"
57641,..\MarioNet64_Color\frame_34037.jpg,"[0, 6]"
57642,..\MarioNet64_Color\frame_34038.jpg,"[(342, 182, 56, 59), (254, 86, 79, 107)]"
57643,..\MarioNet64_Color\frame_34038.jpg,"[0, 6]"
57644,..\MarioNet64_Color\frame_34039.jpg,"[(340, 186, 50, 61), (243, 83, 79, 112)]"
57645,..\MarioNet64_Color\frame_34039.jpg,"[0, 6]"
57646,..\MarioNet64_Color\frame_34040.jpg,"[(340, 186, 50, 61), (239, 83, 83, 111)]"
57647,..\MarioNet64_Color\frame_34040.jpg,"[0, 6]"
57648,..\MarioNet64_Color\frame_34041.jpg,"[(338, 187, 50, 58), (234, 84, 80, 110)]"
57649,..\MarioNet64_Color\frame_34041.jpg,"[0, 6]"
57650,..\MarioNet64_Color\frame_34042.jpg,"[(338, 187, 50, 58), (234, 84, 80, 110)]"
57651,..\MarioNet64_Color\frame_34042.jpg,"[0, 6]"
57652,..\MarioNet64_Color\frame_34043.jpg,"[(337, 182, 51, 64), (227, 84, 83, 108)]"
57653,..\MarioNet64_Color\frame_34043.jpg,"[0, 6]"
57654,..\MarioNet64_Color\frame_34044.jpg,"[(337, 182, 51, 64), (227, 84, 83, 108)]"
57655,..\MarioNet64_Color\frame_34044.jpg,"[0, 6]"
57656,..\MarioNet64_Color\frame_34045.jpg,"[(338, 179, 49, 64), (224, 82, 84, 114)]"
57657,..\MarioNet64_Color\frame_34045.jpg,"[0, 6]"
57658,..\MarioNet64_Color\frame_34046.jpg,"[(338, 179, 49, 64), (224, 82, 84, 114)]"
57659,..\MarioNet64_Color\frame_34046.jpg,"[0, 6]"
57660,..\MarioNet64_Color\frame_34047.jpg,"[(342, 182, 44, 61), (221, 82, 92, 114)]"
57661,..\MarioNet64_Color\frame_34047.jpg,"[0, 6]"
57662,..\MarioNet64_Color\frame_34048.jpg,"[(342, 182, 44, 61), (221, 82, 92, 114)]"
57663,..\MarioNet64_Color\frame_34048.jpg,"[0, 6]"
57664,..\MarioNet64_Color\frame_34049.jpg,"[(337, 187, 41, 59), (216, 83, 100, 112)]"
57665,..\MarioNet64_Color\frame_34049.jpg,"[0, 6]"
57666,..\MarioNet64_Color\frame_34050.jpg,"[(337, 187, 41, 59), (216, 83, 100, 112)]"
57667,..\MarioNet64_Color\frame_34050.jpg,"[0, 6]"
57668,..\MarioNet64_Color\frame_34051.jpg,"[(332, 182, 57, 63), (207, 82, 106, 120)]"
57669,..\MarioNet64_Color\frame_34051.jpg,"[0, 6]"
57670,..\MarioNet64_Color\frame_34052.jpg,"[(332, 183, 57, 62), (207, 82, 106, 120)]"
57671,..\MarioNet64_Color\frame_34052.jpg,"[0, 6]"
57672,..\MarioNet64_Color\frame_34053.jpg,"[(335, 180, 47, 67), (197, 81, 111, 123)]"
57673,..\MarioNet64_Color\frame_34053.jpg,"[0, 6]"
57674,..\MarioNet64_Color\frame_34054.jpg,"[(335, 180, 47, 67), (197, 82, 111, 122)]"
57675,..\MarioNet64_Color\frame_34054.jpg,"[0, 6]"
57676,..\MarioNet64_Color\frame_34055.jpg,"[(338, 180, 39, 61), (186, 82, 111, 126)]"
57677,..\MarioNet64_Color\frame_34055.jpg,"[0, 6]"
57678,..\MarioNet64_Color\frame_34056.jpg,"[(338, 180, 39, 61), (186, 81, 111, 127)]"
57679,..\MarioNet64_Color\frame_34056.jpg,"[0, 6]"
57680,..\MarioNet64_Color\frame_34057.jpg,"[(334, 186, 42, 60), (186, 80, 111, 130)]"
57681,..\MarioNet64_Color\frame_34057.jpg,"[0, 6]"
57682,..\MarioNet64_Color\frame_34058.jpg,"[(334, 186, 42, 60), (186, 80, 111, 130)]"
57683,..\MarioNet64_Color\frame_34058.jpg,"[0, 6]"
57684,..\MarioNet64_Color\frame_34059.jpg,"[(333, 186, 48, 59), (175, 79, 115, 133)]"
57685,..\MarioNet64_Color\frame_34059.jpg,"[0, 6]"
57686,..\MarioNet64_Color\frame_34060.jpg,"[(332, 186, 49, 59), (175, 79, 115, 133)]"
57687,..\MarioNet64_Color\frame_34060.jpg,"[0, 6]"
57688,..\MarioNet64_Color\frame_34061.jpg,"[(335, 182, 53, 64), (166, 78, 115, 138)]"
57689,..\MarioNet64_Color\frame_34061.jpg,"[0, 6]"
57690,..\MarioNet64_Color\frame_34062.jpg,"[(335, 182, 53, 64), (166, 78, 115, 138)]"
57691,..\MarioNet64_Color\frame_34062.jpg,"[0, 6]"
57692,..\MarioNet64_Color\frame_34063.jpg,"[(340, 180, 49, 64), (158, 76, 124, 142)]"
57693,..\MarioNet64_Color\frame_34063.jpg,"[0, 6]"
57694,..\MarioNet64_Color\frame_34064.jpg,"[(340, 180, 49, 64), (155, 76, 127, 142)]"
57695,..\MarioNet64_Color\frame_34064.jpg,"[0, 6]"
57696,..\MarioNet64_Color\frame_34065.jpg,"[(344, 182, 44, 60), (121, 127, 24, 26), (147, 76, 127, 144)]"
57697,..\MarioNet64_Color\frame_34065.jpg,"[0, 6, 6]"
57698,..\MarioNet64_Color\frame_34066.jpg,"[(344, 182, 44, 60), (121, 127, 24, 26), (147, 76, 127, 144)]"
57699,..\MarioNet64_Color\frame_34066.jpg,"[0, 6, 6]"
57700,..\MarioNet64_Color\frame_34067.jpg,"[(339, 187, 51, 59), (111, 127, 27, 28), (139, 71, 128, 153)]"
57701,..\MarioNet64_Color\frame_34067.jpg,"[0, 6, 6]"
57702,..\MarioNet64_Color\frame_34068.jpg,"[(339, 187, 51, 59), (111, 127, 27, 28), (139, 71, 128, 153)]"
57703,..\MarioNet64_Color\frame_34068.jpg,"[0, 6, 6]"
57704,..\MarioNet64_Color\frame_34069.jpg,"[(332, 183, 57, 62), (106, 69, 152, 158)]"
57705,..\MarioNet64_Color\frame_34069.jpg,"[0, 6]"
57706,..\MarioNet64_Color\frame_34070.jpg,"[(335, 180, 49, 67), (94, 126, 22, 29), (117, 68, 142, 162)]"
57707,..\MarioNet64_Color\frame_34070.jpg,"[0, 6, 6]"
57708,..\MarioNet64_Color\frame_34071.jpg,"[(335, 180, 49, 67), (94, 126, 22, 29), (117, 68, 142, 162)]"
57709,..\MarioNet64_Color\frame_34071.jpg,"[0, 6, 6]"
57710,..\MarioNet64_Color\frame_34072.jpg,"[(339, 181, 39, 60), (78, 126, 25, 27), (101, 62, 151, 171)]"
57711,..\MarioNet64_Color\frame_34072.jpg,"[0, 6, 6]"
57712,..\MarioNet64_Color\frame_34073.jpg,"[(339, 181, 39, 60), (78, 126, 25, 27), (101, 62, 151, 171)]"
57713,..\MarioNet64_Color\frame_34073.jpg,"[0, 6, 6]"
57714,..\MarioNet64_Color\frame_34074.jpg,"[(335, 185, 42, 61), (62, 59, 182, 178)]"
57715,..\MarioNet64_Color\frame_34074.jpg,"[0, 6]"
57716,..\MarioNet64_Color\frame_34075.jpg,"[(335, 185, 42, 61), (62, 59, 182, 178)]"
57717,..\MarioNet64_Color\frame_34075.jpg,"[0, 6]"
57718,..\MarioNet64_Color\frame_34076.jpg,"[(335, 185, 42, 61), (62, 59, 182, 178)]"
57719,..\MarioNet64_Color\frame_34076.jpg,"[0, 6]"
57720,..\MarioNet64_Color\frame_34077.jpg,"[(332, 187, 46, 59), (46, 132, 31, 30), (77, 58, 160, 183)]"
57721,..\MarioNet64_Color\frame_34077.jpg,"[0, 6, 6]"
57722,..\MarioNet64_Color\frame_34078.jpg,"[(332, 187, 46, 59), (46, 132, 31, 30), (77, 58, 160, 183)]"
57723,..\MarioNet64_Color\frame_34078.jpg,"[0, 6, 6]"
57724,..\MarioNet64_Color\frame_34079.jpg,"[(329, 182, 56, 65), (35, 54, 199, 190)]"
57725,..\MarioNet64_Color\frame_34079.jpg,"[0, 6]"
57726,..\MarioNet64_Color\frame_34080.jpg,"[(329, 182, 56, 65), (35, 54, 199, 190)]"
57727,..\MarioNet64_Color\frame_34080.jpg,"[0, 6]"
57728,..\MarioNet64_Color\frame_34081.jpg,"[(328, 181, 59, 62), (28, 47, 214, 200)]"
57729,..\MarioNet64_Color\frame_34081.jpg,"[0, 6]"
57730,..\MarioNet64_Color\frame_34082.jpg,"[(331, 184, 58, 59), (28, 44, 215, 207)]"
57731,..\MarioNet64_Color\frame_34082.jpg,"[0, 6]"
57732,..\MarioNet64_Color\frame_34083.jpg,"[(331, 184, 58, 59), (28, 44, 215, 207)]"
57733,..\MarioNet64_Color\frame_34083.jpg,"[0, 6]"
57734,..\MarioNet64_Color\frame_34084.jpg,"[(331, 183, 58, 60), (28, 44, 215, 207)]"
57735,..\MarioNet64_Color\frame_34084.jpg,"[0, 6]"
57736,..\MarioNet64_Color\frame_34085.jpg,"[(332, 187, 57, 60), (30, 39, 222, 216)]"
57737,..\MarioNet64_Color\frame_34085.jpg,"[0, 6]"
57738,..\MarioNet64_Color\frame_34086.jpg,"[(332, 187, 57, 60), (30, 39, 222, 216)]"
57739,..\MarioNet64_Color\frame_34086.jpg,"[0, 6]"
57740,..\MarioNet64_Color\frame_34087.jpg,"[(340, 184, 43, 61), (31, 37, 228, 223)]"
57741,..\MarioNet64_Color\frame_34087.jpg,"[0, 6]"
57742,..\MarioNet64_Color\frame_34088.jpg,"[(340, 184, 43, 61), (31, 37, 228, 223)]"
57743,..\MarioNet64_Color\frame_34088.jpg,"[0, 6]"
57744,..\MarioNet64_Color\frame_34089.jpg,"[(349, 180, 39, 67), (37, 35, 236, 229)]"
57745,..\MarioNet64_Color\frame_34089.jpg,"[0, 6]"
57746,..\MarioNet64_Color\frame_34090.jpg,"[(349, 180, 39, 67), (37, 35, 236, 229)]"
57747,..\MarioNet64_Color\frame_34090.jpg,"[0, 6]"
57748,..\MarioNet64_Color\frame_34091.jpg,"[(351, 181, 43, 60), (38, 34, 245, 236)]"
57749,..\MarioNet64_Color\frame_34091.jpg,"[0, 6]"
57750,..\MarioNet64_Color\frame_34092.jpg,"[(351, 181, 43, 60), (38, 34, 245, 236)]"
57751,..\MarioNet64_Color\frame_34092.jpg,"[0, 6]"
57752,..\MarioNet64_Color\frame_34093.jpg,"[(354, 187, 36, 60), (45, 33, 253, 243)]"
57753,..\MarioNet64_Color\frame_34093.jpg,"[0, 6]"
57754,..\MarioNet64_Color\frame_34094.jpg,"[(350, 187, 38, 61), (46, 30, 267, 251)]"
57755,..\MarioNet64_Color\frame_34094.jpg,"[0, 6]"
57756,..\MarioNet64_Color\frame_34095.jpg,"[(350, 187, 38, 61), (46, 30, 267, 251)]"
57757,..\MarioNet64_Color\frame_34095.jpg,"[0, 6]"
57758,..\MarioNet64_Color\frame_34096.jpg,"[(350, 187, 38, 61), (46, 30, 267, 251)]"
57759,..\MarioNet64_Color\frame_34096.jpg,"[0, 6]"
57760,..\MarioNet64_Color\frame_34097.jpg,"[(347, 182, 51, 67), (51, 26, 272, 262)]"
57761,..\MarioNet64_Color\frame_34097.jpg,"[0, 6]"
57762,..\MarioNet64_Color\frame_34098.jpg,"[(347, 182, 51, 67), (51, 26, 272, 262)]"
57763,..\MarioNet64_Color\frame_34098.jpg,"[0, 6]"
57764,..\MarioNet64_Color\frame_34099.jpg,"[(348, 180, 59, 65), (61, 20, 278, 276)]"
57765,..\MarioNet64_Color\frame_34099.jpg,"[0, 6]"
57766,..\MarioNet64_Color\frame_34100.jpg,"[(348, 180, 59, 65), (61, 20, 278, 276)]"
57767,..\MarioNet64_Color\frame_34100.jpg,"[0, 6]"
57768,..\MarioNet64_Color\frame_34101.jpg,"[(351, 183, 59, 61), (64, 13, 294, 291)]"
57769,..\MarioNet64_Color\frame_34101.jpg,"[0, 6]"
57770,..\MarioNet64_Color\frame_34102.jpg,"[(351, 183, 59, 61), (64, 13, 294, 291)]"
57771,..\MarioNet64_Color\frame_34102.jpg,"[0, 6]"
57772,..\MarioNet64_Color\frame_34103.jpg,"[(351, 187, 57, 61), (70, 6, 308, 307)]"
57773,..\MarioNet64_Color\frame_34103.jpg,"[0, 6]"
57774,..\MarioNet64_Color\frame_34104.jpg,"[(351, 187, 57, 61), (70, 6, 308, 307)]"
57775,..\MarioNet64_Color\frame_34104.jpg,"[0, 6]"
57776,..\MarioNet64_Color\frame_34105.jpg,"[(359, 183, 40, 63), (79, 4, 321, 319)]"
57777,..\MarioNet64_Color\frame_34105.jpg,"[0, 6]"
57778,..\MarioNet64_Color\frame_34106.jpg,"[(359, 183, 40, 63), (79, 4, 321, 319)]"
57779,..\MarioNet64_Color\frame_34106.jpg,"[0, 6]"
57780,..\MarioNet64_Color\frame_34107.jpg,"[(378, 180, 27, 66), (92, 4, 325, 330)]"
57781,..\MarioNet64_Color\frame_34107.jpg,"[0, 6]"
57782,..\MarioNet64_Color\frame_34108.jpg,"[(378, 180, 27, 66), (92, 3, 325, 331)]"
57783,..\MarioNet64_Color\frame_34108.jpg,"[0, 6]"
57784,..\MarioNet64_Color\frame_34109.jpg,"[(94, 3, 343, 343)]"
57785,..\MarioNet64_Color\frame_34109.jpg,[6]
57786,..\MarioNet64_Color\frame_34110.jpg,"[(94, 3, 343, 343)]"
57787,..\MarioNet64_Color\frame_34110.jpg,[6]
57788,..\MarioNet64_Color\frame_34111.jpg,"[(101, 4, 360, 357)]"
57789,..\MarioNet64_Color\frame_34111.jpg,[6]
57790,..\MarioNet64_Color\frame_34112.jpg,"[(101, 4, 360, 357)]"
57791,..\MarioNet64_Color\frame_34112.jpg,[6]
57792,..\MarioNet64_Color\frame_34113.jpg,"[(125, 4, 366, 371)]"
57793,..\MarioNet64_Color\frame_34113.jpg,[6]
57794,..\MarioNet64_Color\frame_34114.jpg,"[(125, 4, 366, 371)]"
57795,..\MarioNet64_Color\frame_34114.jpg,[6]
57796,..\MarioNet64_Color\frame_34115.jpg,"[(156, 4, 359, 376)]"
57797,..\MarioNet64_Color\frame_34115.jpg,[6]
57798,..\MarioNet64_Color\frame_34116.jpg,"[(155, 4, 360, 376)]"
57799,..\MarioNet64_Color\frame_34116.jpg,[6]
57800,..\MarioNet64_Color\frame_34117.jpg,"[(171, 3, 375, 377)]"
57801,..\MarioNet64_Color\frame_34117.jpg,[6]
57802,..\MarioNet64_Color\frame_34118.jpg,"[(171, 3, 375, 377)]"
57803,..\MarioNet64_Color\frame_34118.jpg,[6]
57804,..\MarioNet64_Color\frame_34119.jpg,"[(193, 3, 383, 377)]"
57805,..\MarioNet64_Color\frame_34119.jpg,[6]
57806,..\MarioNet64_Color\frame_34120.jpg,"[(193, 3, 383, 377)]"
57807,..\MarioNet64_Color\frame_34120.jpg,[6]
57808,..\MarioNet64_Color\frame_34121.jpg,"[(225, 4, 386, 376)]"
57809,..\MarioNet64_Color\frame_34121.jpg,[6]
57810,..\MarioNet64_Color\frame_34122.jpg,"[(270, 4, 386, 377)]"
57811,..\MarioNet64_Color\frame_34122.jpg,[6]
57812,..\MarioNet64_Color\frame_34123.jpg,"[(271, 4, 385, 377)]"
57813,..\MarioNet64_Color\frame_34123.jpg,[6]
57814,..\MarioNet64_Color\frame_34124.jpg,"[(271, 4, 385, 377)]"
57815,..\MarioNet64_Color\frame_34124.jpg,[6]
57816,..\MarioNet64_Color\frame_34125.jpg,"[(323, 4, 382, 377)]"
57817,..\MarioNet64_Color\frame_34125.jpg,[6]
57818,..\MarioNet64_Color\frame_34126.jpg,"[(323, 4, 382, 377)]"
57819,..\MarioNet64_Color\frame_34126.jpg,[6]
57820,..\MarioNet64_Color\frame_34127.jpg,"[(379, 181, 43, 61), (396, 4, 324, 376)]"
57821,..\MarioNet64_Color\frame_34127.jpg,"[0, 6]"
57822,..\MarioNet64_Color\frame_34128.jpg,"[(379, 181, 43, 61), (396, 4, 324, 376)]"
57823,..\MarioNet64_Color\frame_34128.jpg,"[0, 6]"
57824,..\MarioNet64_Color\frame_34129.jpg,"[(382, 187, 36, 61), (492, 4, 228, 376)]"
