MarioNet64_Color\frame_5110.jpg  1  503 205 19 36
MarioNet64_Color\frame_5111.jpg  1  501 206 21 28
MarioNet64_Color\frame_7711.jpg  2  382 96 44 50  133 87 53 60
MarioNet64_Color\frame_7712.jpg  2  373 97 47 50  127 92 59 59
MarioNet64_Color\frame_7713.jpg  2  373 97 47 50  127 92 58 59
MarioNet64_Color\frame_7714.jpg  2  367 99 44 50  124 91 63 62
MarioNet64_Color\frame_7715.jpg  2  367 99 44 50  124 94 63 59
MarioNet64_Color\frame_7716.jpg  2  366 105 37 49  124 97 63 62
MarioNet64_Color\frame_7717.jpg  2  366 105 37 49  124 97 63 62
MarioNet64_Color\frame_7718.jpg  2  358 111 36 50  125 103 59 59
MarioNet64_Color\frame_7719.jpg  2  358 111 36 50  125 103 59 59
MarioNet64_Color\frame_7720.jpg  2  350 120 35 42  126 108 52 55
MarioNet64_Color\frame_7721.jpg  2  346 119 39 43  126 108 52 55
MarioNet64_Color\frame_7722.jpg  2  337 127 43 37  119 107 59 64
MarioNet64_Color\frame_7723.jpg  2  337 127 43 37  119 107 59 64
MarioNet64_Color\frame_7724.jpg  2  333 142 36 28  118 112 61 64
MarioNet64_Color\frame_7725.jpg  2  333 142 36 28  118 112 61 64
MarioNet64_Color\frame_7726.jpg  2  315 148 46 23  116 119 62 64
MarioNet64_Color\frame_7727.jpg  2  315 148 45 25  116 119 63 64
MarioNet64_Color\frame_7728.jpg  3  303 151 10 14  318 148 34 31  114 123 65 65
MarioNet64_Color\frame_7729.jpg  3  303 151 10 14  318 148 34 31  114 123 65 65
MarioNet64_Color\frame_7730.jpg  2  295 142 43 38  113 125 64 66
MarioNet64_Color\frame_7731.jpg  2  295 142 43 38  113 125 64 66
MarioNet64_Color\frame_7732.jpg  2  286 157 36 28  112 132 66 62
MarioNet64_Color\frame_7733.jpg  2  286 157 39 28  112 132 66 63
MarioNet64_Color\frame_7734.jpg  2  275 141 50 48  114 137 66 68
MarioNet64_Color\frame_7735.jpg  2  275 141 50 48  114 137 66 68
MarioNet64_Color\frame_7736.jpg  2  264 144 42 44  118 139 62 68
MarioNet64_Color\frame_7737.jpg  2  264 144 42 44  118 139 62 68
MarioNet64_Color\frame_7738.jpg  2  255 143 51 43  116 142 63 68
MarioNet64_Color\frame_7739.jpg  2  114 142 65 68  255 139 51 47
MarioNet64_Color\frame_7740.jpg  2  112 151 67 69  247 144 42 52
MarioNet64_Color\frame_7741.jpg  2  112 151 67 69  247 144 42 52
MarioNet64_Color\frame_7742.jpg  2  114 160 70 67  237 150 46 52
MarioNet64_Color\frame_7743.jpg  2  114 160 70 67  237 150 46 52
MarioNet64_Color\frame_7744.jpg  2  116 165 69 72  223 156 52 46
MarioNet64_Color\frame_7745.jpg  2  116 165 69 72  223 158 50 47
MarioNet64_Color\frame_7746.jpg  2  112 169 73 74  213 157 51 51
MarioNet64_Color\frame_7747.jpg  2  112 169 73 74  213 157 51 51
MarioNet64_Color\frame_7748.jpg  2  114 175 74 75  200 159 50 54
MarioNet64_Color\frame_7749.jpg  2  114 175 74 75  200 159 50 54
MarioNet64_Color\frame_7750.jpg  2  116 179 74 75  188 162 54 55
MarioNet64_Color\frame_7751.jpg  2  116 179 74 75  188 162 53 55
MarioNet64_Color\frame_7752.jpg  2  114 178 73 78  181 161 49 56
MarioNet64_Color\frame_7753.jpg  2  114 178 73 78  181 161 49 56
MarioNet64_Color\frame_7754.jpg  2  117 176 75 79  166 159 51 52
MarioNet64_Color\frame_7755.jpg  2  117 176 75 79  166 159 51 52
MarioNet64_Color\frame_7756.jpg  2  117 176 76 81  151 158 53 43
MarioNet64_Color\frame_7757.jpg  2  117 176 76 81  151 158 53 43
MarioNet64_Color\frame_7758.jpg  2  114 179 81 83  141 156 47 28
MarioNet64_Color\frame_7759.jpg  2  114 179 81 83  141 156 47 28
MarioNet64_Color\frame_7760.jpg  2  116 179 81 84  119 152 55 32
MarioNet64_Color\frame_7761.jpg  2  116 179 81 84  119 152 55 32
MarioNet64_Color\frame_7762.jpg  2  116 182 78 82  106 149 59 43
MarioNet64_Color\frame_7763.jpg  2  118 182 76 82  106 149 59 45
MarioNet64_Color\frame_7764.jpg  3  113 215 5 20  118 181 83 88  92 148 57 57
MarioNet64_Color\frame_7765.jpg  3  113 215 5 20  118 181 83 88  92 148 57 57
MarioNet64_Color\frame_7766.jpg  2  116 185 87 90  78 150 62 62
MarioNet64_Color\frame_7767.jpg  2  116 185 87 90  78 150 62 62
MarioNet64_Color\frame_7768.jpg  2  114 185 89 94  71 149 57 63
MarioNet64_Color\frame_7769.jpg  2  114 185 88 94  69 149 59 63
MarioNet64_Color\frame_7770.jpg  2  116 183 94 96  54 144 62 64
MarioNet64_Color\frame_7771.jpg  2  116 183 94 96  54 144 62 64
MarioNet64_Color\frame_7772.jpg  2  118 189 92 98  43 148 65 64
MarioNet64_Color\frame_7773.jpg  2  118 189 92 98  43 148 65 64
MarioNet64_Color\frame_7774.jpg  2  119 191 100 100  31 150 66 66
MarioNet64_Color\frame_7775.jpg  2  119 191 100 100  31 150 66 66
MarioNet64_Color\frame_7776.jpg  2  119 191 103 102  21 151 61 67
MarioNet64_Color\frame_7777.jpg  2  119 191 103 102  21 151 61 67
MarioNet64_Color\frame_7778.jpg  2  126 189 100 106  8 150 66 68
MarioNet64_Color\frame_7779.jpg  2  126 189 100 106  8 150 66 68
MarioNet64_Color\frame_7780.jpg  2  125 195 102 106  5 155 61 69
MarioNet64_Color\frame_7781.jpg  2  125 195 102 106  6 155 60 65
MarioNet64_Color\frame_7782.jpg  2  125 203 109 110  6 162 50 69
MarioNet64_Color\frame_7783.jpg  2  125 203 109 110  6 162 50 69
MarioNet64_Color\frame_7784.jpg  2  124 210 113 114  6 168 42 69
MarioNet64_Color\frame_7785.jpg  2  124 210 113 114  6 168 42 69
MarioNet64_Color\frame_7786.jpg  2  122 219 115 118  7 176 27 67
MarioNet64_Color\frame_7787.jpg  3  234 268 5 21  122 219 115 118  7 176 27 67
MarioNet64_Color\frame_7788.jpg  2  124 233 118 121  1 188 29 63
MarioNet64_Color\frame_7789.jpg  2  124 233 118 121  1 188 29 63
MarioNet64_Color\frame_7790.jpg  2  119 245 125 126  6 208 15 49
MarioNet64_Color\frame_7791.jpg  2  119 245 125 126  6 208 15 49
MarioNet64_Color\frame_7792.jpg  1  116 256 127 124
MarioNet64_Color\frame_7793.jpg  1  116 256 127 124
MarioNet64_Color\frame_7794.jpg  1  116 265 128 115
MarioNet64_Color\frame_7795.jpg  1  116 265 128 115
MarioNet64_Color\frame_7796.jpg  1  111 278 138 102
MarioNet64_Color\frame_7797.jpg  1  111 278 138 102
MarioNet64_Color\frame_7798.jpg  1  106 292 129 88
MarioNet64_Color\frame_7799.jpg  1  108 292 127 88
MarioNet64_Color\frame_7800.jpg  1  103 303 109 77
MarioNet64_Color\frame_7801.jpg  1  103 303 109 77
MarioNet64_Color\frame_7802.jpg  2  189 318 44 62  94 314 55 66
MarioNet64_Color\frame_7803.jpg  2  189 318 44 62  94 314 55 66
MarioNet64_Color\frame_7804.jpg  2  222 359 13 21  95 327 69 53
MarioNet64_Color\frame_7805.jpg  2  222 359 13 21  95 327 69 53
MarioNet64_Color\frame_7806.jpg  1  152 342 48 38
MarioNet64_Color\frame_7807.jpg  1  152 342 48 38
MarioNet64_Color\frame_7808.jpg  1  86 356 51 24
MarioNet64_Color\frame_7809.jpg  1  86 356 51 24
MarioNet64_Color\frame_7810.jpg  1  133 366 44 14
MarioNet64_Color\frame_7811.jpg  1  133 366 44 14
MarioNet64_Color\frame_7851.jpg  1  7 264 12 52
MarioNet64_Color\frame_7852.jpg  2  511 263 11 11  7 255 19 91
MarioNet64_Color\frame_7853.jpg  2  511 263 11 11  7 255 19 91
MarioNet64_Color\frame_7854.jpg  1  7 272 19 88
MarioNet64_Color\frame_7855.jpg  1  7 272 19 88
MarioNet64_Color\frame_7856.jpg  1  1 340 10 22
MarioNet64_Color\frame_7857.jpg  1  1 340 10 22
MarioNet64_Color\frame_7858.jpg  1  53 262 29 60
MarioNet64_Color\frame_7859.jpg  1  53 262 29 60
MarioNet64_Color\frame_7860.jpg  1  46 253 56 100
MarioNet64_Color\frame_7861.jpg  1  46 253 56 100
MarioNet64_Color\frame_7862.jpg  1  40 243 71 120
MarioNet64_Color\frame_7863.jpg  1  40 243 67 118
MarioNet64_Color\frame_7864.jpg  1  38 235 78 120
MarioNet64_Color\frame_7865.jpg  1  39 235 76 120
MarioNet64_Color\frame_7866.jpg  1  40 231 75 122
MarioNet64_Color\frame_7867.jpg  1  40 231 75 122
MarioNet64_Color\frame_7868.jpg  2  166 262 15 37  56 238 65 109
MarioNet64_Color\frame_7869.jpg  2  166 261 13 37  56 238 65 109
MarioNet64_Color\frame_7870.jpg  2  173 245 21 73  71 240 50 105
MarioNet64_Color\frame_7871.jpg  2  173 245 22 72  71 239 52 106
MarioNet64_Color\frame_7872.jpg  2  93 246 31 84  173 223 45 98
MarioNet64_Color\frame_7873.jpg  2  93 246 31 84  173 223 45 98
MarioNet64_Color\frame_7874.jpg  2  110 263 13 42  182 213 51 117
MarioNet64_Color\frame_7875.jpg  2  110 263 13 43  182 213 51 116
MarioNet64_Color\frame_7876.jpg  1  189 204 55 127
MarioNet64_Color\frame_7877.jpg  1  189 204 56 127
MarioNet64_Color\frame_7878.jpg  1  204 200 54 133
MarioNet64_Color\frame_7879.jpg  1  204 200 54 133
MarioNet64_Color\frame_7880.jpg  1  215 192 59 142
MarioNet64_Color\frame_7881.jpg  1  215 192 59 138
MarioNet64_Color\frame_7882.jpg  1  224 188 62 144
MarioNet64_Color\frame_7883.jpg  1  224 188 62 143
MarioNet64_Color\frame_7884.jpg  2  694 279 11 14  223 182 69 154
MarioNet64_Color\frame_7885.jpg  2  694 279 11 14  223 182 69 154
MarioNet64_Color\frame_7886.jpg  3  703 287 10 10  182 246 6 29  215 180 82 161
MarioNet64_Color\frame_7887.jpg  3  702 286 11 13  182 246 6 29  215 180 82 161
MarioNet64_Color\frame_7888.jpg  2  708 284 12 15  183 175 110 169
MarioNet64_Color\frame_7889.jpg  2  708 286 12 13  183 175 110 169
MarioNet64_Color\frame_7890.jpg  1  183 173 140 175
MarioNet64_Color\frame_7891.jpg  1  183 173 140 175
MarioNet64_Color\frame_7892.jpg  1  182 168 188 188
MarioNet64_Color\frame_7893.jpg  1  182 168 188 188
MarioNet64_Color\frame_7894.jpg  1  178 168 199 200
MarioNet64_Color\frame_7895.jpg  1  178 168 199 200
MarioNet64_Color\frame_7896.jpg  1  171 168 211 211
MarioNet64_Color\frame_7897.jpg  1  171 168 211 211
MarioNet64_Color\frame_7898.jpg  1  163 166 224 214
MarioNet64_Color\frame_7899.jpg  1  164 166 223 214
MarioNet64_Color\frame_7900.jpg  1  151 169 238 211
MarioNet64_Color\frame_7901.jpg  1  151 169 238 211
MarioNet64_Color\frame_7902.jpg  1  134 175 253 205
MarioNet64_Color\frame_7903.jpg  1  134 175 253 205
MarioNet64_Color\frame_7904.jpg  1  115 179 273 201
MarioNet64_Color\frame_7905.jpg  1  115 179 273 201
MarioNet64_Color\frame_7906.jpg  1  89 185 292 195
MarioNet64_Color\frame_7907.jpg  1  89 185 292 195
MarioNet64_Color\frame_7908.jpg  1  62 198 310 182
MarioNet64_Color\frame_7909.jpg  1  62 198 310 182
MarioNet64_Color\frame_7910.jpg  2  25 320 6 19  22 209 338 171
MarioNet64_Color\frame_7911.jpg  2  25 320 6 19  22 209 338 171
MarioNet64_Color\frame_7912.jpg  1  1 183 345 197
MarioNet64_Color\frame_7913.jpg  1  1 183 345 197
MarioNet64_Color\frame_7914.jpg  1  1 167 331 213
MarioNet64_Color\frame_7915.jpg  1  1 167 331 213
MarioNet64_Color\frame_7916.jpg  1  1 148 312 232
MarioNet64_Color\frame_7917.jpg  1  1 148 312 232
MarioNet64_Color\frame_7918.jpg  1  1 142 289 238
MarioNet64_Color\frame_7919.jpg  1  1 142 289 238
MarioNet64_Color\frame_7920.jpg  1  1 140 254 240
MarioNet64_Color\frame_7921.jpg  1  1 140 254 240
MarioNet64_Color\frame_7922.jpg  1  1 174 201 206
MarioNet64_Color\frame_7923.jpg  1  1 174 201 206
MarioNet64_Color\frame_7924.jpg  1  1 240 128 140
MarioNet64_Color\frame_7925.jpg  1  1 240 128 140
MarioNet64_Color\frame_7926.jpg  1  1 358 17 22
MarioNet64_Color\frame_7927.jpg  1  1 359 17 21
MarioNet64_Color\frame_8108.jpg  1  286 94 12 21
MarioNet64_Color\frame_8109.jpg  1  286 94 12 21
MarioNet64_Color\frame_8110.jpg  1  278 94 22 20
MarioNet64_Color\frame_8111.jpg  1  278 95 22 19
MarioNet64_Color\frame_8112.jpg  1  274 95 26 26
MarioNet64_Color\frame_8113.jpg  1  274 94 26 27
MarioNet64_Color\frame_8114.jpg  1  278 95 21 27
MarioNet64_Color\frame_8115.jpg  1  278 95 21 27
MarioNet64_Color\frame_8116.jpg  1  277 96 24 26
MarioNet64_Color\frame_8117.jpg  1  277 96 24 26
MarioNet64_Color\frame_8118.jpg  1  278 99 23 24
MarioNet64_Color\frame_8119.jpg  1  278 99 23 24
MarioNet64_Color\frame_8120.jpg  1  277 103 22 22
MarioNet64_Color\frame_8121.jpg  1  279 99 20 26
MarioNet64_Color\frame_8122.jpg  1  276 102 28 20
MarioNet64_Color\frame_8123.jpg  1  276 102 28 20
MarioNet64_Color\frame_8124.jpg  1  277 103 29 26
MarioNet64_Color\frame_8125.jpg  1  277 102 29 27
MarioNet64_Color\frame_8126.jpg  1  278 101 29 27
MarioNet64_Color\frame_8127.jpg  1  278 102 29 26
MarioNet64_Color\frame_8128.jpg  1  278 100 30 31
MarioNet64_Color\frame_8129.jpg  1  278 100 30 31
MarioNet64_Color\frame_8130.jpg  1  278 101 28 28
MarioNet64_Color\frame_8131.jpg  1  278 101 28 28
MarioNet64_Color\frame_8132.jpg  1  277 101 32 28
MarioNet64_Color\frame_8133.jpg  1  277 101 32 28
MarioNet64_Color\frame_8134.jpg  1  276 102 30 31
MarioNet64_Color\frame_8135.jpg  1  276 102 30 31
MarioNet64_Color\frame_8136.jpg  1  271 103 35 29
MarioNet64_Color\frame_8137.jpg  1  271 103 35 29
MarioNet64_Color\frame_8138.jpg  1  271 103 34 34
MarioNet64_Color\frame_8139.jpg  1  271 103 34 34
MarioNet64_Color\frame_8140.jpg  1  270 103 29 35
MarioNet64_Color\frame_8141.jpg  1  270 103 29 35
MarioNet64_Color\frame_8142.jpg  1  270 102 29 36
MarioNet64_Color\frame_8143.jpg  1  270 102 29 36
MarioNet64_Color\frame_8144.jpg  1  270 102 28 35
MarioNet64_Color\frame_8145.jpg  1  270 102 28 35
MarioNet64_Color\frame_8146.jpg  1  261 109 37 28
MarioNet64_Color\frame_8147.jpg  1  261 109 37 28
MarioNet64_Color\frame_8148.jpg  1  259 109 38 35
MarioNet64_Color\frame_8149.jpg  1  259 111 38 33
MarioNet64_Color\frame_8150.jpg  1  254 107 39 37
MarioNet64_Color\frame_8151.jpg  1  254 107 39 37
MarioNet64_Color\frame_8152.jpg  1  252 108 39 32
MarioNet64_Color\frame_8153.jpg  1  252 108 39 32
MarioNet64_Color\frame_8154.jpg  1  254 107 35 38
MarioNet64_Color\frame_8155.jpg  1  254 107 35 38
MarioNet64_Color\frame_8156.jpg  1  247 111 35 37
MarioNet64_Color\frame_8157.jpg  1  247 111 35 37
MarioNet64_Color\frame_8158.jpg  1  245 110 38 43
MarioNet64_Color\frame_8159.jpg  1  245 110 38 43
MarioNet64_Color\frame_8160.jpg  1  239 111 38 43
MarioNet64_Color\frame_8161.jpg  1  239 111 38 43
MarioNet64_Color\frame_8162.jpg  1  235 117 42 40
MarioNet64_Color\frame_8163.jpg  1  235 117 42 40
MarioNet64_Color\frame_8164.jpg  1  232 116 41 46
MarioNet64_Color\frame_8165.jpg  1  232 116 41 46
MarioNet64_Color\frame_8166.jpg  1  230 119 37 45
MarioNet64_Color\frame_8167.jpg  1  230 118 36 46
MarioNet64_Color\frame_8168.jpg  1  223 125 44 39
MarioNet64_Color\frame_8169.jpg  1  223 125 44 39
MarioNet64_Color\frame_8170.jpg  1  222 126 44 45
MarioNet64_Color\frame_8171.jpg  1  222 126 44 45
MarioNet64_Color\frame_8172.jpg  1  215 127 42 50
MarioNet64_Color\frame_8173.jpg  1  215 127 42 50
MarioNet64_Color\frame_8174.jpg  1  207 127 49 51
MarioNet64_Color\frame_8175.jpg  1  207 127 49 51
MarioNet64_Color\frame_8176.jpg  1  205 128 48 52
MarioNet64_Color\frame_8177.jpg  1  205 128 48 52
MarioNet64_Color\frame_8178.jpg  1  196 132 52 51
MarioNet64_Color\frame_8179.jpg  1  196 134 52 49
MarioNet64_Color\frame_8180.jpg  1  189 134 53 53
MarioNet64_Color\frame_8181.jpg  1  189 134 53 53
MarioNet64_Color\frame_8182.jpg  1  178 135 55 51
MarioNet64_Color\frame_8183.jpg  1  178 135 55 51
MarioNet64_Color\frame_8184.jpg  1  165 135 52 57
MarioNet64_Color\frame_8185.jpg  1  165 135 52 57
MarioNet64_Color\frame_8186.jpg  1  157 141 53 57
MarioNet64_Color\frame_8187.jpg  1  157 141 53 57
MarioNet64_Color\frame_8188.jpg  1  139 142 59 60
MarioNet64_Color\frame_8189.jpg  1  139 142 59 60
MarioNet64_Color\frame_8190.jpg  1  126 142 52 59
MarioNet64_Color\frame_8191.jpg  1  126 143 52 60
MarioNet64_Color\frame_8192.jpg  1  102 140 64 62
MarioNet64_Color\frame_8193.jpg  1  102 140 64 62
MarioNet64_Color\frame_8194.jpg  1  85 144 67 68
MarioNet64_Color\frame_8195.jpg  1  85 144 67 68
MarioNet64_Color\frame_8196.jpg  1  66 148 71 71
MarioNet64_Color\frame_8197.jpg  1  66 148 71 71
MarioNet64_Color\frame_8198.jpg  1  53 150 70 68
MarioNet64_Color\frame_8199.jpg  1  53 150 70 74
MarioNet64_Color\frame_8200.jpg  1  38 153 70 76
MarioNet64_Color\frame_8201.jpg  1  38 153 70 76
MarioNet64_Color\frame_8202.jpg  1  16 160 75 80
MarioNet64_Color\frame_8203.jpg  1  16 160 75 80
MarioNet64_Color\frame_8204.jpg  1  5 165 76 83
MarioNet64_Color\frame_8205.jpg  1  5 165 76 83
MarioNet64_Color\frame_8206.jpg  1  6 169 60 86
MarioNet64_Color\frame_8207.jpg  1  6 169 60 86
MarioNet64_Color\frame_8208.jpg  1  1 172 51 91
MarioNet64_Color\frame_8209.jpg  1  1 172 51 91
MarioNet64_Color\frame_8210.jpg  1  7 182 28 84
MarioNet64_Color\frame_8211.jpg  1  7 182 28 84
MarioNet64_Color\frame_8218.jpg  1  204 127 14 12
MarioNet64_Color\frame_8219.jpg  1  204 127 14 12
MarioNet64_Color\frame_8220.jpg  1  206 126 19 27
MarioNet64_Color\frame_8221.jpg  1  206 126 19 27
MarioNet64_Color\frame_8222.jpg  1  207 125 18 16
MarioNet64_Color\frame_8223.jpg  1  207 125 20 16
MarioNet64_Color\frame_8224.jpg  1  207 127 27 24
MarioNet64_Color\frame_8225.jpg  1  207 127 27 24
MarioNet64_Color\frame_8226.jpg  1  214 118 27 30
MarioNet64_Color\frame_8227.jpg  1  213 118 28 30
MarioNet64_Color\frame_8228.jpg  1  215 119 28 27
MarioNet64_Color\frame_8229.jpg  1  215 119 28 27
MarioNet64_Color\frame_8230.jpg  1  222 110 19 28
MarioNet64_Color\frame_8231.jpg  1  222 110 19 28
MarioNet64_Color\frame_8232.jpg  1  223 107 27 26
MarioNet64_Color\frame_8233.jpg  1  223 110 28 23
MarioNet64_Color\frame_8234.jpg  1  230 99 25 31
MarioNet64_Color\frame_8235.jpg  1  230 99 25 31
MarioNet64_Color\frame_8236.jpg  1  230 96 27 30
MarioNet64_Color\frame_8237.jpg  1  230 96 28 30
MarioNet64_Color\frame_8238.jpg  1  238 94 27 27
MarioNet64_Color\frame_8239.jpg  1  238 94 27 28
MarioNet64_Color\frame_8240.jpg  1  238 93 29 23
MarioNet64_Color\frame_8241.jpg  1  238 93 28 23
MarioNet64_Color\frame_8242.jpg  1  246 90 27 32
MarioNet64_Color\frame_8243.jpg  1  246 90 27 32
MarioNet64_Color\frame_8244.jpg  1  254 92 27 29
MarioNet64_Color\frame_8245.jpg  1  254 92 27 29
MarioNet64_Color\frame_8246.jpg  1  262 86 27 29
MarioNet64_Color\frame_8247.jpg  1  262 86 27 29
MarioNet64_Color\frame_8248.jpg  1  270 78 27 29
MarioNet64_Color\frame_8249.jpg  1  270 78 27 29
MarioNet64_Color\frame_8250.jpg  1  270 79 27 26
MarioNet64_Color\frame_8251.jpg  1  270 79 28 26
MarioNet64_Color\frame_8252.jpg  1  279 78 25 24
MarioNet64_Color\frame_8253.jpg  1  279 74 27 28
MarioNet64_Color\frame_8254.jpg  1  286 79 22 20
MarioNet64_Color\frame_8255.jpg  1  286 79 22 20
MarioNet64_Color\frame_8268.jpg  1  359 87 10 10
MarioNet64_Color\frame_8269.jpg  1  359 87 10 10
MarioNet64_Color\frame_8270.jpg  1  359 71 26 26
MarioNet64_Color\frame_8271.jpg  1  359 71 25 26
MarioNet64_Color\frame_8272.jpg  1  360 73 34 35
MarioNet64_Color\frame_8273.jpg  1  360 73 34 34
MarioNet64_Color\frame_8274.jpg  1  374 79 28 34
MarioNet64_Color\frame_8275.jpg  1  372 79 30 34
MarioNet64_Color\frame_8276.jpg  1  383 86 34 28
MarioNet64_Color\frame_8277.jpg  1  383 86 34 28
MarioNet64_Color\frame_8278.jpg  1  397 94 36 30
MarioNet64_Color\frame_8279.jpg  1  397 94 36 30
MarioNet64_Color\frame_8280.jpg  1  414 95 36 36
MarioNet64_Color\frame_8281.jpg  1  415 95 35 36
MarioNet64_Color\frame_8282.jpg  1  431 103 37 35
MarioNet64_Color\frame_8283.jpg  1  431 103 37 35
MarioNet64_Color\frame_8284.jpg  1  448 109 34 36
MarioNet64_Color\frame_8285.jpg  1  448 109 34 36
MarioNet64_Color\frame_8286.jpg  1  466 108 32 40
MarioNet64_Color\frame_8287.jpg  1  469 108 29 40
MarioNet64_Color\frame_8288.jpg  1  486 109 35 38
MarioNet64_Color\frame_8289.jpg  1  486 109 35 38
MarioNet64_Color\frame_8290.jpg  1  500 116 37 38
MarioNet64_Color\frame_8291.jpg  1  500 116 37 38
MarioNet64_Color\frame_8292.jpg  1  518 117 35 37
MarioNet64_Color\frame_8293.jpg  1  515 114 38 40
MarioNet64_Color\frame_8294.jpg  1  524 119 40 38
MarioNet64_Color\frame_8295.jpg  1  524 119 40 38
MarioNet64_Color\frame_8296.jpg  1  532 115 45 45
MarioNet64_Color\frame_8297.jpg  1  532 115 45 45
MarioNet64_Color\frame_8298.jpg  1  542 116 42 45
MarioNet64_Color\frame_8299.jpg  1  543 116 41 45
MarioNet64_Color\frame_8300.jpg  1  540 117 47 48
MarioNet64_Color\frame_8301.jpg  1  540 117 47 48
MarioNet64_Color\frame_8302.jpg  1  543 116 49 46
MarioNet64_Color\frame_8303.jpg  1  543 116 49 46
MarioNet64_Color\frame_8304.jpg  1  544 116 50 50
MarioNet64_Color\frame_8305.jpg  1  544 116 50 50
MarioNet64_Color\frame_8306.jpg  1  540 119 48 51
MarioNet64_Color\frame_8307.jpg  1  540 119 48 51
MarioNet64_Color\frame_8308.jpg  1  536 119 51 52
MarioNet64_Color\frame_8309.jpg  1  536 119 51 52
MarioNet64_Color\frame_8310.jpg  1  527 125 51 46
MarioNet64_Color\frame_8311.jpg  1  527 124 51 47
MarioNet64_Color\frame_8312.jpg  1  520 119 54 51
MarioNet64_Color\frame_8313.jpg  1  520 119 54 51
MarioNet64_Color\frame_8314.jpg  1  515 124 55 47
MarioNet64_Color\frame_8315.jpg  1  515 124 55 47
MarioNet64_Color\frame_8316.jpg  1  517 123 52 57
MarioNet64_Color\frame_8317.jpg  1  517 123 52 57
MarioNet64_Color\frame_8318.jpg  1  509 124 53 59
MarioNet64_Color\frame_8319.jpg  1  509 124 53 59
MarioNet64_Color\frame_8320.jpg  1  508 124 60 60
MarioNet64_Color\frame_8321.jpg  1  508 124 60 60
MarioNet64_Color\frame_8322.jpg  1  503 127 60 59
MarioNet64_Color\frame_8323.jpg  1  503 127 60 59
MarioNet64_Color\frame_8324.jpg  1  502 133 62 64
MarioNet64_Color\frame_8325.jpg  1  502 133 62 64
MarioNet64_Color\frame_8326.jpg  1  500 134 63 66
MarioNet64_Color\frame_8327.jpg  1  500 134 63 66
MarioNet64_Color\frame_8328.jpg  1  499 137 66 68
MarioNet64_Color\frame_8329.jpg  1  502 137 63 68
MarioNet64_Color\frame_8330.jpg  1  492 145 69 66
MarioNet64_Color\frame_8331.jpg  1  492 145 69 66
MarioNet64_Color\frame_8332.jpg  1  484 151 71 72
MarioNet64_Color\frame_8333.jpg  1  484 151 71 72
MarioNet64_Color\frame_8334.jpg  1  475 155 72 74
MarioNet64_Color\frame_8335.jpg  1  475 155 72 74
MarioNet64_Color\frame_8336.jpg  1  466 159 75 76
MarioNet64_Color\frame_8337.jpg  1  466 159 75 76
MarioNet64_Color\frame_8338.jpg  1  453 164 79 80
MarioNet64_Color\frame_8339.jpg  1  453 164 79 80
MarioNet64_Color\frame_8340.jpg  1  445 173 79 77
MarioNet64_Color\frame_8341.jpg  1  445 173 79 77
MarioNet64_Color\frame_8342.jpg  1  431 172 84 87
MarioNet64_Color\frame_8343.jpg  1  431 172 84 87
MarioNet64_Color\frame_8344.jpg  1  418 173 90 92
MarioNet64_Color\frame_8345.jpg  1  418 173 90 92
MarioNet64_Color\frame_8346.jpg  2  405 175 94 96  295 135 11 19
MarioNet64_Color\frame_8347.jpg  2  405 175 94 96  295 135 11 19
MarioNet64_Color\frame_8348.jpg  2  387 177 102 102  295 134 11 21
MarioNet64_Color\frame_8349.jpg  2  387 177 102 102  295 134 11 21
MarioNet64_Color\frame_8350.jpg  2  374 171 103 109  286 134 21 19
MarioNet64_Color\frame_8351.jpg  2  373 171 104 109  285 127 22 26
MarioNet64_Color\frame_8352.jpg  2  351 167 116 116  288 126 19 20
MarioNet64_Color\frame_8353.jpg  2  351 167 116 116  288 126 19 20
MarioNet64_Color\frame_8354.jpg  2  327 167 123 123  286 132 21 22
MarioNet64_Color\frame_8355.jpg  2  327 167 123 123  286 132 21 22
MarioNet64_Color\frame_8356.jpg  2  302 168 131 132  284 133 24 21
MarioNet64_Color\frame_8357.jpg  2  302 168 131 132  284 133 24 21
MarioNet64_Color\frame_8358.jpg  2  277 166 133 141  284 127 29 26
MarioNet64_Color\frame_8359.jpg  2  277 166 133 141  284 127 22 26
MarioNet64_Color\frame_8360.jpg  2  243 164 149 152  284 124 25 22
MarioNet64_Color\frame_8361.jpg  2  243 164 149 152  284 124 25 22
MarioNet64_Color\frame_8362.jpg  2  204 169 160 163  286 125 28 28
MarioNet64_Color\frame_8363.jpg  2  204 169 160 163  286 125 28 28
MarioNet64_Color\frame_8364.jpg  2  164 173 172 175  286 125 27 29
MarioNet64_Color\frame_8365.jpg  2  164 173 172 175  286 125 27 29
MarioNet64_Color\frame_8366.jpg  2  114 173 186 188  287 122 26 26
MarioNet64_Color\frame_8367.jpg  2  114 173 186 188  287 122 26 25
MarioNet64_Color\frame_8368.jpg  2  60 174 200 201  287 118 28 28
MarioNet64_Color\frame_8369.jpg  2  60 174 200 201  287 118 28 28
MarioNet64_Color\frame_8370.jpg  2  2 180 215 200  294 120 23 29
MarioNet64_Color\frame_8371.jpg  2  6 180 211 200  294 120 23 29
MarioNet64_Color\frame_8372.jpg  2  1 187 168 193  294 124 20 29
MarioNet64_Color\frame_8373.jpg  2  1 187 168 193  294 124 20 29
MarioNet64_Color\frame_8374.jpg  2  1 192 112 188  294 123 19 29
